Drug1_ID,Drug1_Name,Drug2_ID,Drug2_Name,Prediction_Score,Predicted_Type_Index,Predicted_Type_Name,Interaction_Translation,True_Type_Index,True_Type_Name,Match
DB00904,Ondansetron,DB01264,Darunavir,0.7472743988037109,47,Type_47,The metabolism of Darunavir can be decreased when combined with Ondansetron.,73,Type_73,No
DB00613,Amodiaquine,DB00850,Perphenazine,0.8629920482635498,47,Type_47,The metabolism of Perphenazine can be decreased when combined with Amodiaquine.,73,Type_73,No
DB00328,Indomethacin,DB01349,Tasosartan,0.8346573114395142,47,Type_47,The metabolism of Tasosartan can be decreased when combined with Indomethacin.,49,Type_49,No
DB00391,Sulpiride,DB09104,Magnesium hydroxide,0.8281782269477844,67,Type_67,Sulpiride can cause a decrease in the absorption of Magnesium hydroxide resulting in a reduced serum concentration and potentially a decrease in efficacy.,75,Type_75,No
DB00289,Atomoxetine,DB00393,Nimodipine,0.8846949934959412,47,Type_47,The metabolism of Nimodipine can be decreased when combined with Atomoxetine.,73,Type_73,No
DB00246,Ziprasidone,DB09078,Lenvatinib,0.7665687203407288,20,Type_20,Ziprasidone may increase the QTc-prolonging activities of Lenvatinib.,47,Type_47,No
DB00193,Tramadol,DB00257,Clotrimazole,0.8391003608703613,47,Type_47,The metabolism of Clotrimazole can be decreased when combined with Tramadol.,70,Type_70,No
DB00706,Tamsulosin,DB09204,Arotinolol,0.8513904809951782,49,Type_49,The risk or severity of adverse effects can be increased when Tamsulosin is combined with Arotinolol.,30,Type_30,No
DB00622,Nicardipine,DB01169,Arsenic trioxide,0.8237175941467285,49,Type_49,The risk or severity of adverse effects can be increased when Nicardipine is combined with Arsenic trioxide.,20,Type_20,No
DB01115,Nifedipine,DB06697,Artemether,0.7140527367591858,47,Type_47,The metabolism of Artemether can be decreased when combined with Nifedipine.,49,Type_49,No
DB00204,Dofetilide,DB08930,Dolutegravir,0.7744815349578857,75,Type_75,The serum concentration of Dolutegravir can be decreased when it is combined with Dofetilide.,73,Type_73,No
DB00678,Losartan,DB00800,Fenoldopam,0.7341389060020447,49,Type_49,The risk or severity of adverse effects can be increased when Losartan is combined with Fenoldopam.,60,Type_60,No
DB00515,Cisplatin,DB00531,Cyclophosphamide,0.9127787351608276,49,Type_49,The risk or severity of adverse effects can be increased when Cisplatin is combined with Cyclophosphamide.,15,Type_15,No
DB00252,Phenytoin,DB01544,Flunitrazepam,0.9276886582374573,4,Type_4,The metabolism of Flunitrazepam can be increased when combined with Phenytoin.,73,Type_73,No
DB00280,Disopyramide,DB00539,Toremifene,0.7967632412910461,20,Type_20,Disopyramide may increase the QTc-prolonging activities of Toremifene.,33,Type_33,No
DB00624,Testosterone,DB01708,Prasterone,0.9992732405662537,74,Type_74,Testosterone may increase the fluid retaining activities of Prasterone.,49,Type_49,No
DB01124,Tolbutamide,DB01544,Flunitrazepam,0.822861909866333,70,Type_70,The therapeutic efficacy of Flunitrazepam can be decreased when used in combination with Tolbutamide.,47,Type_47,No
DB00661,Verapamil,DB01295,Bevantolol,0.8229489922523499,49,Type_49,The risk or severity of adverse effects can be increased when Verapamil is combined with Bevantolol.,60,Type_60,No
DB00338,Omeprazole,DB00363,Clozapine,0.8904191851615906,47,Type_47,The metabolism of Clozapine can be decreased when combined with Omeprazole.,75,Type_75,No
DB01143,Amifostine,DB01193,Acebutolol,0.821507453918457,49,Type_49,The risk or severity of adverse effects can be increased when Amifostine is combined with Acebutolol.,60,Type_60,No
DB00254,Doxycycline,DB09073,Palbociclib,0.9838773608207703,73,Type_73,The serum concentration of Palbociclib can be increased when it is combined with Doxycycline.,47,Type_47,No
DB00604,Cisapride,DB01100,Pimozide,0.8925653100013733,20,Type_20,Cisapride may increase the QTc-prolonging activities of Pimozide.,33,Type_33,No
DB00450,Droperidol,DB08881,Vemurafenib,0.9375928044319153,20,Type_20,Droperidol may increase the QTc-prolonging activities of Vemurafenib.,33,Type_33,No
DB01396,Digitoxin,DB08873,Boceprevir,0.8811203837394714,73,Type_73,The serum concentration of Boceprevir can be increased when it is combined with Digitoxin.,47,Type_47,No
DB00273,Topiramate,DB00908,Quinidine,0.8924857974052429,47,Type_47,The metabolism of Quinidine can be decreased when combined with Topiramate.,49,Type_49,No
DB00585,Nizatidine,DB00705,Delavirdine,0.8273986577987671,75,Type_75,The serum concentration of Delavirdine can be decreased when it is combined with Nizatidine.,67,Type_67,No
DB00503,Ritonavir,DB00588,Fluticasone propionate,0.9371729493141174,47,Type_47,The metabolism of Fluticasone propionate can be decreased when combined with Ritonavir.,73,Type_73,No
DB01076,Atorvastatin,DB01587,Ketazolam,0.7019217610359192,73,Type_73,The serum concentration of Ketazolam can be increased when it is combined with Atorvastatin.,49,Type_49,No
DB00312,Pentobarbital,DB08881,Vemurafenib,0.9371384978294373,75,Type_75,The serum concentration of Vemurafenib can be decreased when it is combined with Pentobarbital.,4,Type_4,No
DB05812,Abiraterone,DB06736,Aceclofenac,0.7057347893714905,73,Type_73,The serum concentration of Aceclofenac can be increased when it is combined with Abiraterone.,47,Type_47,No
DB00598,Labetalol,DB09227,Barnidipine,0.7643008232116699,49,Type_49,The risk or severity of adverse effects can be increased when Labetalol is combined with Barnidipine.,60,Type_60,No
DB00398,Sorafenib,DB00559,Bosentan,0.7038752436637878,75,Type_75,The serum concentration of Bosentan can be decreased when it is combined with Sorafenib.,73,Type_73,No
DB00501,Cimetidine,DB01175,Escitalopram,0.9644977450370789,47,Type_47,The metabolism of Escitalopram can be decreased when combined with Cimetidine.,73,Type_73,No
DB00908,Quinidine,DB00936,Salicylic acid,0.7818193435668945,47,Type_47,The metabolism of Salicylic acid can be decreased when combined with Quinidine.,73,Type_73,No
DB09167,Dosulepin,DB09242,Moxonidine,0.9442159533500671,37,Type_37,Dosulepin may decrease the antihypertensive activities of Moxonidine.,70,Type_70,No
DB00091,Cyclosporine,DB01181,Ifosfamide,0.7994945049285889,47,Type_47,The metabolism of Ifosfamide can be decreased when combined with Cyclosporine.,11,Type_11,No
DB00477,Chlorpromazine,DB06770,Benzyl alcohol,0.7927936911582947,49,Type_49,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Benzyl alcohol.,47,Type_47,No
DB00289,Atomoxetine,DB00907,Cocaine,0.8754712343215942,47,Type_47,The metabolism of Cocaine can be decreased when combined with Atomoxetine.,73,Type_73,No
DB00635,Prednisone,DB06335,Saxagliptin,0.8188877105712891,70,Type_70,The therapeutic efficacy of Saxagliptin can be decreased when used in combination with Prednisone.,75,Type_75,No
DB00727,Nitroglycerin,DB08931,Riociguat,0.995261549949646,49,Type_49,The risk or severity of adverse effects can be increased when Nitroglycerin is combined with Riociguat.,60,Type_60,No
DB00468,Quinine,DB00501,Cimetidine,0.9557234048843384,47,Type_47,The metabolism of Cimetidine can be decreased when combined with Quinine.,73,Type_73,No
DB00400,Griseofulvin,DB01201,Rifapentine,0.7779250144958496,4,Type_4,The metabolism of Rifapentine can be increased when combined with Griseofulvin.,73,Type_73,No
DB00608,Chloroquine,DB08868,Fingolimod,0.7250914573669434,47,Type_47,The metabolism of Fingolimod can be decreased when combined with Chloroquine.,20,Type_20,No
DB00252,Phenytoin,DB00670,Pirenzepine,0.7112089991569519,16,Type_16,Phenytoin may increase the central nervous system depressant (CNS depressant) activities of Pirenzepine.,73,Type_73,No
DB00474,Methohexital,DB00653,Magnesium sulfate,0.715337336063385,49,Type_49,The risk or severity of adverse effects can be increased when Methohexital is combined with Magnesium sulfate.,16,Type_16,No
DB00373,Timolol,DB01580,Oxprenolol,0.7106858491897583,25,Type_25,Timolol may increase the atrioventricular blocking (AV block) activities of Oxprenolol.,60,Type_60,No
DB00661,Verapamil,DB00976,Telithromycin,0.9386012554168701,47,Type_47,The metabolism of Telithromycin can be decreased when combined with Verapamil.,54,Type_54,No
DB01149,Nefazodone,DB01583,Liotrix,0.8126280307769775,73,Type_73,The serum concentration of Liotrix can be increased when it is combined with Nefazodone.,70,Type_70,No
DB00805,Minaprine,DB01264,Darunavir,0.8699367642402649,47,Type_47,The metabolism of Darunavir can be decreased when combined with Minaprine.,73,Type_73,No
DB01118,Amiodarone,DB06414,Etravirine,0.8157470226287842,47,Type_47,The metabolism of Etravirine can be decreased when combined with Amiodarone.,75,Type_75,No
DB00224,Indinavir,DB00912,Repaglinide,0.9151546955108643,47,Type_47,The metabolism of Repaglinide can be decreased when combined with Indinavir.,73,Type_73,No
DB01095,Fluvastatin,DB04938,Ospemifene,0.7062383890151978,73,Type_73,The serum concentration of Ospemifene can be increased when it is combined with Fluvastatin.,47,Type_47,No
DB00476,Duloxetine,DB04841,Flunarizine,0.8809237480163574,49,Type_49,The risk or severity of adverse effects can be increased when Duloxetine is combined with Flunarizine.,47,Type_47,No
DB00203,Sildenafil,DB01149,Nefazodone,0.8441696166992188,47,Type_47,The metabolism of Nefazodone can be decreased when combined with Sildenafil.,73,Type_73,No
DB00673,Aprepitant,DB00945,Acetylsalicylic acid,0.8866153359413147,73,Type_73,The serum concentration of Acetylsalicylic acid can be increased when it is combined with Aprepitant.,4,Type_4,No
DB00715,Paroxetine,DB09048,Netupitant,0.9506588578224182,73,Type_73,The serum concentration of Netupitant can be increased when it is combined with Paroxetine.,47,Type_47,No
DB01166,Cilostazol,DB02709,Resveratrol,0.7086882591247559,53,Type_53,Cilostazol may increase the antiplatelet activities of Resveratrol.,6,Type_6,No
DB00327,Hydromorphone,DB00752,Tranylcypromine,0.7405174374580383,49,Type_49,The risk or severity of adverse effects can be increased when Hydromorphone is combined with Tranylcypromine.,47,Type_47,No
DB00252,Phenytoin,DB00962,Zaleplon,0.7555935978889465,49,Type_49,The risk or severity of adverse effects can be increased when Phenytoin is combined with Zaleplon.,75,Type_75,No
DB06335,Saxagliptin,DB08864,Rilpivirine,0.8386831879615784,73,Type_73,The serum concentration of Rilpivirine can be increased when it is combined with Saxagliptin.,75,Type_75,No
DB04839,Cyproterone acetate,DB12332,Rucaparib,0.7730447053909302,73,Type_73,The serum concentration of Rucaparib can be increased when it is combined with Cyproterone acetate.,75,Type_75,No
DB00872,Conivaptan,DB09280,Lumacaftor,0.8206762671470642,73,Type_73,The serum concentration of Lumacaftor can be increased when it is combined with Conivaptan.,4,Type_4,No
DB00582,Voriconazole,DB01129,Rabeprazole,0.8095610737800598,47,Type_47,The metabolism of Rabeprazole can be decreased when combined with Voriconazole.,73,Type_73,No
DB00486,Nabilone,DB08941,Isoxsuprine,0.9656326174736023,49,Type_49,The risk or severity of adverse effects can be increased when Nabilone is combined with Isoxsuprine.,85,Type_85,No
DB00409,Remoxipride,DB00752,Tranylcypromine,0.7392818927764893,49,Type_49,The risk or severity of adverse effects can be increased when Remoxipride is combined with Tranylcypromine.,47,Type_47,No
DB00091,Cyclosporine,DB09074,Olaparib,0.9141063690185547,47,Type_47,The metabolism of Olaparib can be decreased when combined with Cyclosporine.,73,Type_73,No
DB00315,Zolmitriptan,DB00904,Ondansetron,0.922258198261261,49,Type_49,The risk or severity of adverse effects can be increased when Zolmitriptan is combined with Ondansetron.,64,Type_64,No
DB00153,Ergocalciferol,DB01070,Dihydrotachysterol,0.8044053912162781,51,Type_51,Ergocalciferol may increase the hypercalcemic activities of Dihydrotachysterol.,49,Type_49,No
DB01174,Phenobarbital,DB01244,Bepridil,0.822170078754425,4,Type_4,The metabolism of Bepridil can be increased when combined with Phenobarbital.,60,Type_60,No
DB00220,Nelfinavir,DB00863,Ranitidine,0.8394941687583923,47,Type_47,The metabolism of Ranitidine can be decreased when combined with Nelfinavir.,75,Type_75,No
DB00393,Nimodipine,DB01143,Amifostine,0.8616890907287598,49,Type_49,The risk or severity of adverse effects can be increased when Nimodipine is combined with Amifostine.,60,Type_60,No
DB00104,Octreotide,DB01015,Sulfamethoxazole,0.8547030687332153,20,Type_20,Octreotide may increase the QTc-prolonging activities of Sulfamethoxazole.,9,Type_9,No
DB01021,Trichlormethiazide,DB08907,Canagliflozin,0.8467757701873779,49,Type_49,The risk or severity of adverse effects can be increased when Trichlormethiazide is combined with Canagliflozin.,70,Type_70,No
DB00280,Disopyramide,DB01100,Pimozide,0.8807988166809082,20,Type_20,Disopyramide may increase the QTc-prolonging activities of Pimozide.,33,Type_33,No
DB00834,Mifepristone,DB01015,Sulfamethoxazole,0.7411858439445496,20,Type_20,Mifepristone may increase the QTc-prolonging activities of Sulfamethoxazole.,73,Type_73,No
DB00501,Cimetidine,DB04868,Nilotinib,0.9009462594985962,47,Type_47,The metabolism of Nilotinib can be decreased when combined with Cimetidine.,75,Type_75,No
DB01198,Zopiclone,DB01205,Flumazenil,0.9821401238441467,49,Type_49,The risk or severity of adverse effects can be increased when Zopiclone is combined with Flumazenil.,76,Type_76,No
DB00248,Cabergoline,DB00255,Diethylstilbestrol,0.7043161988258362,47,Type_47,The metabolism of Diethylstilbestrol can be decreased when combined with Cabergoline.,49,Type_49,No
DB01580,Oxprenolol,DB09118,Stiripentol,0.8448127508163452,73,Type_73,The serum concentration of Stiripentol can be increased when it is combined with Oxprenolol.,49,Type_49,No
DB00243,Ranolazine,DB00320,Dihydroergotamine,0.7067176103591919,47,Type_47,The metabolism of Dihydroergotamine can be decreased when combined with Ranolazine.,73,Type_73,No
DB08816,Ticagrelor,DB11079,Trolamine salicylate,0.8417542576789856,6,Type_6,Ticagrelor may increase the anticoagulant activities of Trolamine salicylate.,49,Type_49,No
DB00531,Cyclophosphamide,DB08893,Mirabegron,0.9979616403579712,15,Type_15,Cyclophosphamide may increase the cardiotoxic activities of Mirabegron.,47,Type_47,No
DB04844,Tetrabenazine,DB06595,Midostaurin,0.9166297912597656,47,Type_47,The metabolism of Midostaurin can be decreased when combined with Tetrabenazine.,73,Type_73,No
DB00472,Fluoxetine,DB00593,Ethosuximide,0.8226660490036011,47,Type_47,The metabolism of Ethosuximide can be decreased when combined with Fluoxetine.,49,Type_49,No
DB00843,Donepezil,DB01264,Darunavir,0.7049483060836792,47,Type_47,The metabolism of Darunavir can be decreased when combined with Donepezil.,73,Type_73,No
DB00263,Sulfisoxazole,DB00418,Secobarbital,0.9381786584854126,47,Type_47,The metabolism of Secobarbital can be decreased when combined with Sulfisoxazole.,4,Type_4,No
DB01392,Yohimbine,DB09065,Cobicistat,0.9610651135444641,47,Type_47,The metabolism of Cobicistat can be decreased when combined with Yohimbine.,73,Type_73,No
DB00252,Phenytoin,DB06218,Lacosamide,0.7782570719718933,4,Type_4,The metabolism of Lacosamide can be increased when combined with Phenytoin.,75,Type_75,No
DB00959,Methylprednisolone,DB01167,Itraconazole,0.8169369101524353,47,Type_47,The metabolism of Itraconazole can be decreased when combined with Methylprednisolone.,73,Type_73,No
DB01026,Ketoconazole,DB04920,Clevidipine,0.7172092199325562,47,Type_47,The metabolism of Clevidipine can be decreased when combined with Ketoconazole.,49,Type_49,No
DB01072,Atazanavir,DB09065,Cobicistat,0.8041306138038635,73,Type_73,The serum concentration of Cobicistat can be increased when it is combined with Atazanavir.,47,Type_47,No
DB00215,Citalopram,DB00697,Tizanidine,0.7317189574241638,20,Type_20,Citalopram may increase the QTc-prolonging activities of Tizanidine.,73,Type_73,No
DB00243,Ranolazine,DB00518,Albendazole,0.8027926683425903,47,Type_47,The metabolism of Albendazole can be decreased when combined with Ranolazine.,73,Type_73,No
DB00091,Cyclosporine,DB00932,Tipranavir,0.7452465891838074,47,Type_47,The metabolism of Tipranavir can be decreased when combined with Cyclosporine.,73,Type_73,No
DB00618,Demeclocycline,DB01397,Magnesium salicylate,0.9369943737983704,49,Type_49,The risk or severity of adverse effects can be increased when Demeclocycline is combined with Magnesium salicylate.,67,Type_67,No
DB00176,Fluvoxamine,DB01367,Rasagiline,0.7249330878257751,49,Type_49,The risk or severity of adverse effects can be increased when Fluvoxamine is combined with Rasagiline.,73,Type_73,No
DB06813,Pralatrexate,DB13783,Acemetacin,0.7997668981552124,49,Type_49,The risk or severity of adverse effects can be increased when Pralatrexate is combined with Acemetacin.,73,Type_73,No
DB08881,Vemurafenib,DB09039,Eliglustat,0.9485560059547424,33,Type_33,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Eliglustat.,75,Type_75,No
DB00501,Cimetidine,DB06712,Nilvadipine,0.8508719801902771,47,Type_47,The metabolism of Nilvadipine can be decreased when combined with Cimetidine.,73,Type_73,No
DB00604,Cisapride,DB01184,Domperidone,0.8323684334754944,20,Type_20,Cisapride may increase the QTc-prolonging activities of Domperidone.,33,Type_33,No
DB00458,Imipramine,DB09053,Ibrutinib,0.8372066617012024,73,Type_73,The serum concentration of Ibrutinib can be increased when it is combined with Imipramine.,47,Type_47,No
DB00381,Amlodipine,DB00908,Quinidine,0.9361948370933533,47,Type_47,The metabolism of Quinidine can be decreased when combined with Amlodipine.,75,Type_75,No
DB00338,Omeprazole,DB00582,Voriconazole,0.9360812902450562,47,Type_47,The metabolism of Voriconazole can be decreased when combined with Omeprazole.,73,Type_73,No
DB00370,Mirtazapine,DB04846,Celiprolol,0.8261823058128357,37,Type_37,Mirtazapine may decrease the antihypertensive activities of Celiprolol.,49,Type_49,No
DB00246,Ziprasidone,DB01120,Gliclazide,0.8434247970581055,47,Type_47,The metabolism of Gliclazide can be decreased when combined with Ziprasidone.,70,Type_70,No
DB00752,Tranylcypromine,DB09048,Netupitant,0.8817482590675354,73,Type_73,The serum concentration of Netupitant can be increased when it is combined with Tranylcypromine.,47,Type_47,No
DB01184,Domperidone,DB01319,Fosamprenavir,0.7469742894172668,47,Type_47,The metabolism of Fosamprenavir can be decreased when combined with Domperidone.,73,Type_73,No
DB00294,Etonogestrel,DB08883,Perampanel,0.8077930212020874,70,Type_70,The therapeutic efficacy of Perampanel can be decreased when used in combination with Etonogestrel.,75,Type_75,No
DB00203,Sildenafil,DB01263,Posaconazole,0.83889240026474,47,Type_47,The metabolism of Posaconazole can be decreased when combined with Sildenafil.,73,Type_73,No
DB00492,Fosinopril,DB08931,Riociguat,0.7045972347259521,49,Type_49,The risk or severity of adverse effects can be increased when Fosinopril is combined with Riociguat.,73,Type_73,No
DB00975,Dipyridamole,DB11362,Selexipag,0.9912039041519165,60,Type_60,Dipyridamole may increase the hypotensive activities of Selexipag.,6,Type_6,No
DB01392,Yohimbine,DB01580,Oxprenolol,0.9851199984550476,37,Type_37,Yohimbine may decrease the antihypertensive activities of Oxprenolol.,70,Type_70,No
DB00199,Erythromycin,DB00248,Cabergoline,0.8785140514373779,47,Type_47,The metabolism of Cabergoline can be decreased when combined with Erythromycin.,73,Type_73,No
DB00514,Dextromethorphan,DB01247,Isocarboxazid,0.8521338105201721,49,Type_49,The risk or severity of adverse effects can be increased when Dextromethorphan is combined with Isocarboxazid.,64,Type_64,No
DB00559,Bosentan,DB01015,Sulfamethoxazole,0.7795636653900146,75,Type_75,The serum concentration of Sulfamethoxazole can be decreased when it is combined with Bosentan.,73,Type_73,No
DB00244,Mesalazine,DB00586,Diclofenac,0.9511968493461609,57,Type_57,Mesalazine may increase the nephrotoxic activities of Diclofenac.,49,Type_49,No
DB01264,Darunavir,DB01274,Arformoterol,0.8079422116279602,47,Type_47,The metabolism of Arformoterol can be decreased when combined with Darunavir.,73,Type_73,No
DB01580,Oxprenolol,DB06694,Xylometazoline,0.954595685005188,60,Type_60,Oxprenolol may increase the hypotensive activities of Xylometazoline.,25,Type_25,No
DB09543,Methyl salicylate,DB11079,Trolamine salicylate,0.9910079836845398,49,Type_49,The risk or severity of adverse effects can be increased when Methyl salicylate is combined with Trolamine salicylate.,6,Type_6,No
DB00932,Tipranavir,DB01167,Itraconazole,0.7549023628234863,47,Type_47,The metabolism of Itraconazole can be decreased when combined with Tipranavir.,73,Type_73,No
DB00541,Vincristine,DB08882,Linagliptin,0.8142620921134949,73,Type_73,The serum concentration of Linagliptin can be increased when it is combined with Vincristine.,75,Type_75,No
DB01072,Atazanavir,DB08938,Magaldrate,0.7055099010467529,75,Type_75,The serum concentration of Magaldrate can be decreased when it is combined with Atazanavir.,67,Type_67,No
DB00570,Vinblastine,DB00582,Voriconazole,0.8940005302429199,47,Type_47,The metabolism of Voriconazole can be decreased when combined with Vinblastine.,49,Type_49,No
DB00523,Alitretinoin,DB00563,Methotrexate,0.7578203678131104,73,Type_73,The serum concentration of Methotrexate can be increased when it is combined with Alitretinoin.,80,Type_80,No
DB01197,Captopril,DB01403,Methotrimeprazine,0.8642096519470215,73,Type_73,The serum concentration of Methotrimeprazine can be increased when it is combined with Captopril.,47,Type_47,No
DB00420,Promazine,DB04946,Iloperidone,0.7652618885040283,20,Type_20,Promazine may increase the QTc-prolonging activities of Iloperidone.,47,Type_47,No
DB00953,Rizatriptan,DB09330,Osimertinib,0.9195727109909058,73,Type_73,The serum concentration of Osimertinib can be increased when it is combined with Rizatriptan.,75,Type_75,No
DB00813,Fentanyl,DB01365,Mephentermine,0.9953652620315552,69,Type_69,Fentanyl may increase the analgesic activities of Mephentermine.,75,Type_75,No
DB00559,Bosentan,DB00820,Tadalafil,0.8213232755661011,60,Type_60,Bosentan may increase the hypotensive activities of Tadalafil.,75,Type_75,No
DB00273,Topiramate,DB01196,Estramustine,0.7187796235084534,47,Type_47,The metabolism of Estramustine can be decreased when combined with Topiramate.,75,Type_75,No
DB00472,Fluoxetine,DB01068,Clonazepam,0.7455840110778809,47,Type_47,The metabolism of Clonazepam can be decreased when combined with Fluoxetine.,49,Type_49,No
DB00435,Nitric Oxide,DB01174,Phenobarbital,0.7009561657905579,60,Type_60,Nitric Oxide may increase the hypotensive activities of Phenobarbital.,49,Type_49,No
DB00421,Spironolactone,DB04861,Nebivolol,0.9490470886230469,49,Type_49,The risk or severity of adverse effects can be increased when Spironolactone is combined with Nebivolol.,5,Type_5,No
DB00934,Maprotiline,DB04844,Tetrabenazine,0.9249579310417175,49,Type_49,The risk or severity of adverse effects can be increased when Maprotiline is combined with Tetrabenazine.,20,Type_20,No
DB00349,Clobazam,DB01196,Estramustine,0.7727991938591003,47,Type_47,The metabolism of Estramustine can be decreased when combined with Clobazam.,75,Type_75,No
DB00559,Bosentan,DB00705,Delavirdine,0.7609801888465881,75,Type_75,The serum concentration of Delavirdine can be decreased when it is combined with Bosentan.,73,Type_73,No
DB00834,Mifepristone,DB08916,Afatinib,0.9273833632469177,73,Type_73,The serum concentration of Afatinib can be increased when it is combined with Mifepristone.,75,Type_75,No
DB00593,Ethosuximide,DB01255,Lisdexamfetamine,0.8123540878295898,76,Type_76,Ethosuximide may decrease the sedative activities of Lisdexamfetamine.,70,Type_70,No
DB00297,Bupivacaine,DB01210,Levobunolol,0.8075122237205505,49,Type_49,The risk or severity of adverse effects can be increased when Bupivacaine is combined with Levobunolol.,73,Type_73,No
DB04839,Cyproterone acetate,DB06770,Benzyl alcohol,0.7270398736000061,73,Type_73,The serum concentration of Benzyl alcohol can be increased when it is combined with Cyproterone acetate.,75,Type_75,No
DB04846,Celiprolol,DB06694,Xylometazoline,0.852742612361908,60,Type_60,Celiprolol may increase the hypotensive activities of Xylometazoline.,25,Type_25,No
DB00661,Verapamil,DB01158,Bretylium,0.94368577003479,49,Type_49,The risk or severity of adverse effects can be increased when Verapamil is combined with Bretylium.,54,Type_54,No
DB00749,Etodolac,DB00770,Alprostadil,0.7393191456794739,53,Type_53,Etodolac may increase the antiplatelet activities of Alprostadil.,70,Type_70,No
DB00501,Cimetidine,DB04841,Flunarizine,0.7889940142631531,47,Type_47,The metabolism of Flunarizine can be decreased when combined with Cimetidine.,73,Type_73,No
DB00349,Clobazam,DB09389,Norgestrel,0.7293413877487183,47,Type_47,The metabolism of Norgestrel can be decreased when combined with Clobazam.,75,Type_75,No
DB08873,Boceprevir,DB09262,Imidafenacin,0.8167049884796143,47,Type_47,The metabolism of Imidafenacin can be decreased when combined with Boceprevir.,73,Type_73,No
DB00370,Mirtazapine,DB01583,Liotrix,0.8007811903953552,73,Type_73,The serum concentration of Liotrix can be increased when it is combined with Mirtazapine.,82,Type_82,No
DB00619,Imatinib,DB01263,Posaconazole,0.8308727145195007,47,Type_47,The metabolism of Posaconazole can be decreased when combined with Imatinib.,73,Type_73,No
DB01175,Escitalopram,DB01264,Darunavir,0.786878228187561,47,Type_47,The metabolism of Darunavir can be decreased when combined with Escitalopram.,73,Type_73,No
DB00904,Ondansetron,DB06288,Amisulpride,0.7761520147323608,49,Type_49,The risk or severity of adverse effects can be increased when Ondansetron is combined with Amisulpride.,36,Type_36,No
DB00333,Methadone,DB00697,Tizanidine,0.8699164986610413,49,Type_49,The risk or severity of adverse effects can be increased when Methadone is combined with Tizanidine.,20,Type_20,No
DB00875,Flupentixol,DB00904,Ondansetron,0.894801676273346,20,Type_20,Flupentixol may increase the QTc-prolonging activities of Ondansetron.,49,Type_49,No
DB00758,Clopidogrel,DB01129,Rabeprazole,0.8060780167579651,47,Type_47,The metabolism of Rabeprazole can be decreased when combined with Clopidogrel.,11,Type_11,No
DB01601,Lopinavir,DB04878,Voglibose,0.7145216464996338,47,Type_47,The metabolism of Voglibose can be decreased when combined with Lopinavir.,70,Type_70,No
DB01167,Itraconazole,DB04938,Ospemifene,0.7802188992500305,47,Type_47,The metabolism of Ospemifene can be decreased when combined with Itraconazole.,73,Type_73,No
DB00486,Nabilone,DB01193,Acebutolol,0.9969967603683472,49,Type_49,The risk or severity of adverse effects can be increased when Nabilone is combined with Acebutolol.,85,Type_85,No
DB00091,Cyclosporine,DB00912,Repaglinide,0.7722473740577698,47,Type_47,The metabolism of Repaglinide can be decreased when combined with Cyclosporine.,73,Type_73,No
DB06201,Rufinamide,DB08864,Rilpivirine,0.7956803441047668,49,Type_49,The risk or severity of adverse effects can be increased when Rufinamide is combined with Rilpivirine.,75,Type_75,No
DB04839,Cyproterone acetate,DB06774,Capsaicin,0.7550866603851318,73,Type_73,The serum concentration of Capsaicin can be increased when it is combined with Cyproterone acetate.,75,Type_75,No
DB00975,Dipyridamole,DB01295,Bevantolol,0.7145959734916687,49,Type_49,The risk or severity of adverse effects can be increased when Dipyridamole is combined with Bevantolol.,54,Type_54,No
DB00910,Paricalcitol,DB01167,Itraconazole,0.9560363292694092,47,Type_47,The metabolism of Itraconazole can be decreased when combined with Paricalcitol.,73,Type_73,No
DB00904,Ondansetron,DB00918,Almotriptan,0.7360092401504517,49,Type_49,The risk or severity of adverse effects can be increased when Ondansetron is combined with Almotriptan.,64,Type_64,No
DB00489,Sotalol,DB05039,Indacaterol,0.7814145684242249,14,Type_14,Sotalol may decrease the bronchodilatory activities of Indacaterol.,20,Type_20,No
DB01069,Promethazine,DB01589,Quazepam,0.8505502343177795,49,Type_49,The risk or severity of adverse effects can be increased when Promethazine is combined with Quazepam.,73,Type_73,No
DB00252,Phenytoin,DB06605,Apixaban,0.7768586874008179,4,Type_4,The metabolism of Apixaban can be increased when combined with Phenytoin.,75,Type_75,No
DB00246,Ziprasidone,DB00813,Fentanyl,0.8555164337158203,49,Type_49,The risk or severity of adverse effects can be increased when Ziprasidone is combined with Fentanyl.,73,Type_73,No
DB00343,Diltiazem,DB00564,Carbamazepine,0.7675411701202393,4,Type_4,The metabolism of Carbamazepine can be increased when combined with Diltiazem.,73,Type_73,No
DB01126,Dutasteride,DB01232,Saquinavir,0.8819122314453125,47,Type_47,The metabolism of Saquinavir can be decreased when combined with Dutasteride.,73,Type_73,No
DB00196,Fluconazole,DB08899,Enzalutamide,0.8956799507141113,75,Type_75,The serum concentration of Enzalutamide can be decreased when it is combined with Fluconazole.,47,Type_47,No
DB06824,Triethylenetetramine,DB09146,Iron sucrose,0.7883635759353638,67,Type_67,Triethylenetetramine can cause a decrease in the absorption of Iron sucrose resulting in a reduced serum concentration and potentially a decrease in efficacy.,75,Type_75,No
DB00514,Dextromethorphan,DB01589,Quazepam,0.7823171019554138,47,Type_47,The metabolism of Quazepam can be decreased when combined with Dextromethorphan.,73,Type_73,No
