Drug1_ID,Drug1_Name,Drug2_ID,Drug2_Name,Prediction_Score,Predicted_Type_Index,Predicted_Type_Name,Interaction_Translation,True_Type_Index,True_Type_Name,Match
DB00802,Alfentanil,DB01246,Alimemazine,0.41352686285972595,49,Type_49,The risk or severity of adverse effects can be increased when Alfentanil is combined with Alimemazine.,60,Type_60,No
DB00608,Chloroquine,DB01622,Thioproperazine,0.3033123016357422,27,Type_27,Chloroquine may increase the neuroexcitatory activities of Thioproperazine.,73,Type_73,No
DB01182,Propafenone,DB09039,Eliglustat,0.40745773911476135,20,Type_20,Propafenone may increase the QTc-prolonging activities of Eliglustat.,73,Type_73,No
DB01154,Thiamylal,DB01223,Aminophylline,0.4581928253173828,75,Type_75,The serum concentration of Aminophylline can be decreased when it is combined with Thiamylal.,75,Type_75,Yes
DB01095,Fluvastatin,DB01110,Miconazole,0.4670283794403076,73,Type_73,The serum concentration of Miconazole can be increased when it is combined with Fluvastatin.,73,Type_73,Yes
DB00672,Chlorpropamide,DB01220,Rifaximin,0.342388778924942,73,Type_73,The serum concentration of Rifaximin can be increased when it is combined with Chlorpropamide.,73,Type_73,Yes
DB00603,Medroxyprogesterone acetate,DB01072,Atazanavir,0.47788020968437195,75,Type_75,The serum concentration of Atazanavir can be decreased when it is combined with Medroxyprogesterone acetate.,73,Type_73,No
DB00297,Bupivacaine,DB00598,Labetalol,0.4960795044898987,49,Type_49,The risk or severity of adverse effects can be increased when Bupivacaine is combined with Labetalol.,73,Type_73,No
DB00213,Pantoprazole,DB01024,Mycophenolic acid,0.40305301547050476,47,Type_47,The metabolism of Mycophenolic acid can be decreased when combined with Pantoprazole.,75,Type_75,No
DB00812,Phenylbutazone,DB05812,Abiraterone,0.48884737491607666,73,Type_73,The serum concentration of Abiraterone can be increased when it is combined with Phenylbutazone.,47,Type_47,No
DB00482,Celecoxib,DB01357,Mestranol,0.4461929500102997,47,Type_47,The metabolism of Mestranol can be decreased when combined with Celecoxib.,81,Type_81,No
DB00472,Fluoxetine,DB06589,Pazopanib,0.4723139703273773,73,Type_73,The serum concentration of Pazopanib can be increased when it is combined with Fluoxetine.,73,Type_73,Yes
DB00252,Phenytoin,DB00277,Theophylline,0.4698883891105652,4,Type_4,The metabolism of Theophylline can be increased when combined with Phenytoin.,75,Type_75,No
DB01118,Amiodarone,DB01297,Practolol,0.4802285432815552,54,Type_54,Amiodarone may increase the bradycardic activities of Practolol.,54,Type_54,Yes
DB00091,Cyclosporine,DB04574,Estrone sulfate,0.4123770594596863,47,Type_47,The metabolism of Estrone sulfate can be decreased when combined with Cyclosporine.,47,Type_47,Yes
DB00215,Citalopram,DB04868,Nilotinib,0.47795259952545166,47,Type_47,The metabolism of Nilotinib can be decreased when combined with Citalopram.,47,Type_47,Yes
DB00991,Oxaprozin,DB09280,Lumacaftor,0.49449247121810913,75,Type_75,The serum concentration of Lumacaftor can be decreased when it is combined with Oxaprozin.,75,Type_75,Yes
DB01609,Deferasirox,DB08816,Ticagrelor,0.49691030383110046,75,Type_75,The serum concentration of Ticagrelor can be decreased when it is combined with Deferasirox.,75,Type_75,Yes
DB00182,Amphetamine,DB00656,Trazodone,0.4303867518901825,47,Type_47,The metabolism of Trazodone can be decreased when combined with Amphetamine.,64,Type_64,No
DB00188,Bortezomib,DB01403,Methotrimeprazine,0.36578717827796936,73,Type_73,The serum concentration of Methotrimeprazine can be increased when it is combined with Bortezomib.,47,Type_47,No
DB00461,Nabumetone,DB00710,Ibandronate,0.47699785232543945,49,Type_49,The risk or severity of adverse effects can be increased when Nabumetone is combined with Ibandronate.,49,Type_49,Yes
DB00252,Phenytoin,DB00396,Progesterone,0.43731027841567993,75,Type_75,The serum concentration of Progesterone can be decreased when it is combined with Phenytoin.,4,Type_4,No
DB00327,Hydromorphone,DB00496,Darifenacin,0.4432528614997864,49,Type_49,The risk or severity of adverse effects can be increased when Hydromorphone is combined with Darifenacin.,47,Type_47,No
DB01395,Drospirenone,DB01601,Lopinavir,0.4521012604236603,73,Type_73,The serum concentration of Lopinavir can be increased when it is combined with Drospirenone.,75,Type_75,No
DB00783,Estradiol,DB01223,Aminophylline,0.48782241344451904,75,Type_75,The serum concentration of Aminophylline can be decreased when it is combined with Estradiol.,73,Type_73,No
DB00582,Voriconazole,DB00653,Magnesium sulfate,0.49315041303634644,47,Type_47,The metabolism of Magnesium sulfate can be decreased when combined with Voriconazole.,49,Type_49,No
DB00627,Niacin,DB00679,Thioridazine,0.2986955940723419,73,Type_73,The serum concentration of Thioridazine can be increased when it is combined with Niacin.,73,Type_73,Yes
DB01045,Rifampicin,DB06717,Fosaprepitant,0.4756101965904236,75,Type_75,The serum concentration of Fosaprepitant can be decreased when it is combined with Rifampicin.,75,Type_75,Yes
DB01321,Josamycin,DB04743,Nimesulide,0.3425407111644745,49,Type_49,The risk or severity of adverse effects can be increased when Josamycin is combined with Nimesulide.,47,Type_47,No
DB01263,Posaconazole,DB04946,Iloperidone,0.44057130813598633,47,Type_47,The metabolism of Iloperidone can be decreased when combined with Posaconazole.,77,Type_77,No
DB00333,Methadone,DB09245,Toloxatone,0.3999807834625244,64,Type_64,Methadone may increase the serotonergic activities of Toloxatone.,49,Type_49,No
DB00554,Piroxicam,DB09280,Lumacaftor,0.46506550908088684,75,Type_75,The serum concentration of Lumacaftor can be decreased when it is combined with Piroxicam.,73,Type_73,No
DB00487,Pefloxacin,DB00651,Dyphylline,0.3772796392440796,47,Type_47,The metabolism of Dyphylline can be decreased when combined with Pefloxacin.,47,Type_47,Yes
DB00390,Digoxin,DB00633,Dexmedetomidine,0.38835448026657104,25,Type_25,Digoxin may increase the atrioventricular blocking (AV block) activities of Dexmedetomidine.,54,Type_54,No
DB00489,Sotalol,DB01370,Aluminium,0.46036359667778015,82,Type_82,Sotalol may increase the arrhythmogenic activities of Aluminium.,75,Type_75,No
DB00296,Ropivacaine,DB00715,Paroxetine,0.46217572689056396,49,Type_49,The risk or severity of adverse effects can be increased when Ropivacaine is combined with Paroxetine.,47,Type_47,No
DB00675,Tamoxifen,DB01253,Ergometrine,0.4982224404811859,49,Type_49,The risk or severity of adverse effects can be increased when Tamoxifen is combined with Ergometrine.,49,Type_49,Yes
DB01169,Arsenic trioxide,DB09286,Pipamperone,0.4361136257648468,49,Type_49,The risk or severity of adverse effects can be increased when Arsenic trioxide is combined with Pipamperone.,49,Type_49,Yes
DB00772,Malathion,DB05812,Abiraterone,0.4543974697589874,75,Type_75,The serum concentration of Abiraterone can be decreased when it is combined with Malathion.,73,Type_73,No
DB01072,Atazanavir,DB01357,Mestranol,0.4161347448825836,75,Type_75,The serum concentration of Mestranol can be decreased when it is combined with Atazanavir.,75,Type_75,Yes
DB01132,Pioglitazone,DB06287,Temsirolimus,0.4887862801551819,47,Type_47,The metabolism of Temsirolimus can be decreased when combined with Pioglitazone.,70,Type_70,No
DB06605,Apixaban,DB09054,Idelalisib,0.4357745945453644,47,Type_47,The metabolism of Idelalisib can be decreased when combined with Apixaban.,73,Type_73,No
DB01229,Paclitaxel,DB06695,Dabigatran etexilate,0.41798362135887146,49,Type_49,The risk or severity of adverse effects can be increased when Paclitaxel is combined with Dabigatran etexilate.,77,Type_77,No
DB00805,Minaprine,DB01626,Pargyline,0.4559210538864136,71,Type_71,Minaprine may increase the hypertensive activities of Pargyline.,60,Type_60,No
DB00641,Simvastatin,DB01104,Sertraline,0.4981054663658142,73,Type_73,The serum concentration of Sertraline can be increased when it is combined with Simvastatin.,47,Type_47,No
DB01623,Thiothixene,DB09039,Eliglustat,0.31646692752838135,20,Type_20,Thiothixene may increase the QTc-prolonging activities of Eliglustat.,20,Type_20,Yes
DB00559,Bosentan,DB09198,Lobeglitazone,0.4788157045841217,47,Type_47,The metabolism of Lobeglitazone can be decreased when combined with Bosentan.,73,Type_73,No
DB00477,Chlorpromazine,DB00748,Carbinoxamine,0.48707661032676697,49,Type_49,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Carbinoxamine.,49,Type_49,Yes
DB00951,Isoniazid,DB01224,Quetiapine,0.4625525176525116,47,Type_47,The metabolism of Quetiapine can be decreased when combined with Isoniazid.,47,Type_47,Yes
DB00590,Doxazosin,DB00951,Isoniazid,0.3449559509754181,47,Type_47,The metabolism of Isoniazid can be decreased when combined with Doxazosin.,47,Type_47,Yes
DB00264,Metoprolol,DB00622,Nicardipine,0.45448383688926697,49,Type_49,The risk or severity of adverse effects can be increased when Metoprolol is combined with Nicardipine.,73,Type_73,No
DB00312,Pentobarbital,DB09099,Somatostatin,0.40384820103645325,4,Type_4,The metabolism of Somatostatin can be increased when combined with Pentobarbital.,49,Type_49,No
DB00224,Indinavir,DB01418,Acenocoumarol,0.4957606792449951,73,Type_73,The serum concentration of Acenocoumarol can be increased when it is combined with Indinavir.,47,Type_47,No
DB01095,Fluvastatin,DB06292,Dapagliflozin,0.4605029821395874,47,Type_47,The metabolism of Dapagliflozin can be decreased when combined with Fluvastatin.,47,Type_47,Yes
DB00279,Liothyronine,DB08918,Levomilnacipran,0.36516261100769043,70,Type_70,The therapeutic efficacy of Levomilnacipran can be decreased when used in combination with Liothyronine.,70,Type_70,Yes
DB00268,Ropinirole,DB01412,Theobromine,0.3825560212135315,73,Type_73,The serum concentration of Theobromine can be increased when it is combined with Ropinirole.,47,Type_47,No
DB00252,Phenytoin,DB00697,Tizanidine,0.43700167536735535,49,Type_49,The risk or severity of adverse effects can be increased when Phenytoin is combined with Tizanidine.,49,Type_49,Yes
DB01420,Testosterone propionate,DB09244,Pirlindole,0.3893924653530121,9,Type_9,Testosterone propionate may increase the hypoglycemic activities of Pirlindole.,49,Type_49,No
DB00933,Mesoridazine,DB04871,Lorcaserin,0.41629502177238464,47,Type_47,The metabolism of Lorcaserin can be decreased when combined with Mesoridazine.,47,Type_47,Yes
DB00834,Mifepristone,DB06791,Lanreotide,0.4552812874317169,73,Type_73,The serum concentration of Lanreotide can be increased when it is combined with Mifepristone.,9,Type_9,No
DB00594,Amiloride,DB01078,Deslanoside,0.4394001364707947,49,Type_49,The risk or severity of adverse effects can be increased when Amiloride is combined with Deslanoside.,70,Type_70,No
DB00651,Dyphylline,DB00817,Rosoxacin,0.45620158314704895,47,Type_47,The metabolism of Rosoxacin can be decreased when combined with Dyphylline.,47,Type_47,Yes
DB00631,Clofarabine,DB09291,Rolapitant,0.4723672866821289,47,Type_47,The metabolism of Rolapitant can be decreased when combined with Clofarabine.,73,Type_73,No
DB00281,Lidocaine,DB00283,Clemastine,0.44127964973449707,49,Type_49,The risk or severity of adverse effects can be increased when Lidocaine is combined with Clemastine.,47,Type_47,No
DB01072,Atazanavir,DB01149,Nefazodone,0.4706474840641022,47,Type_47,The metabolism of Nefazodone can be decreased when combined with Atazanavir.,73,Type_73,No
DB04868,Nilotinib,DB08880,Teriflunomide,0.43326523900032043,75,Type_75,The serum concentration of Teriflunomide can be decreased when it is combined with Nilotinib.,73,Type_73,No
DB00908,Quinidine,DB06589,Pazopanib,0.436591237783432,73,Type_73,The serum concentration of Pazopanib can be increased when it is combined with Quinidine.,73,Type_73,Yes
DB06605,Apixaban,DB08933,Luliconazole,0.49598434567451477,77,Type_77,The serum concentration of the active metabolites of Luliconazole can be increased when Luliconazole is used in combination with Apixaban.,73,Type_73,No
DB06210,Eltrombopag,DB06605,Apixaban,0.44073018431663513,75,Type_75,The serum concentration of Apixaban can be decreased when it is combined with Eltrombopag.,73,Type_73,No
DB00333,Methadone,DB01151,Desipramine,0.4610776901245117,47,Type_47,The metabolism of Desipramine can be decreased when combined with Methadone.,49,Type_49,No
DB00243,Ranolazine,DB00758,Clopidogrel,0.4624336361885071,11,Type_11,The serum concentration of the active metabolites of Clopidogrel can be reduced when Clopidogrel is used in combination with Ranolazine resulting in a loss in efficacy.,73,Type_73,No
DB01403,Methotrimeprazine,DB08918,Levomilnacipran,0.4870721697807312,49,Type_49,The risk or severity of adverse effects can be increased when Methotrimeprazine is combined with Levomilnacipran.,47,Type_47,No
DB00215,Citalopram,DB00598,Labetalol,0.48433351516723633,73,Type_73,The serum concentration of Labetalol can be increased when it is combined with Citalopram.,47,Type_47,No
DB01208,Sparfloxacin,DB01397,Magnesium salicylate,0.43401485681533813,49,Type_49,The risk or severity of adverse effects can be increased when Sparfloxacin is combined with Magnesium salicylate.,75,Type_75,No
DB00398,Sorafenib,DB00738,Pentamidine,0.3587149381637573,20,Type_20,Sorafenib may increase the QTc-prolonging activities of Pentamidine.,20,Type_20,Yes
DB00244,Mesalazine,DB01166,Cilostazol,0.31851857900619507,9,Type_9,Mesalazine may increase the hypoglycemic activities of Cilostazol.,49,Type_49,No
DB00187,Esmolol,DB00211,Midodrine,0.3117651343345642,49,Type_49,The risk or severity of adverse effects can be increased when Esmolol is combined with Midodrine.,54,Type_54,No
DB00755,Tretinoin,DB05812,Abiraterone,0.4949549734592438,47,Type_47,The metabolism of Abiraterone can be decreased when combined with Tretinoin.,73,Type_73,No
DB06287,Temsirolimus,DB06335,Saxagliptin,0.40171462297439575,70,Type_70,The therapeutic efficacy of Saxagliptin can be decreased when used in combination with Temsirolimus.,49,Type_49,No
DB00278,Argatroban,DB00890,Dienestrol,0.33552905917167664,12,Type_12,Argatroban may decrease the anticoagulant activities of Dienestrol.,75,Type_75,No
DB00582,Voriconazole,DB01624,Zuclopenthixol,0.3918531537055969,73,Type_73,The serum concentration of Zuclopenthixol can be increased when it is combined with Voriconazole.,73,Type_73,Yes
DB00907,Cocaine,DB01244,Bepridil,0.4198947250843048,47,Type_47,The metabolism of Bepridil can be decreased when combined with Cocaine.,47,Type_47,Yes
DB00343,Diltiazem,DB00390,Digoxin,0.42858272790908813,25,Type_25,Diltiazem may increase the atrioventricular blocking (AV block) activities of Digoxin.,47,Type_47,No
DB00203,Sildenafil,DB01180,Rescinnamine,0.48995113372802734,73,Type_73,The serum concentration of Rescinnamine can be increased when it is combined with Sildenafil.,10,Type_10,No
DB00482,Celecoxib,DB00598,Labetalol,0.49911436438560486,47,Type_47,The metabolism of Labetalol can be decreased when combined with Celecoxib.,47,Type_47,Yes
DB00398,Sorafenib,DB04898,Ximelagatran,0.4864218831062317,73,Type_73,The serum concentration of Ximelagatran can be increased when it is combined with Sorafenib.,47,Type_47,No
DB00622,Nicardipine,DB04839,Cyproterone acetate,0.4960002303123474,73,Type_73,The serum concentration of Cyproterone acetate can be increased when it is combined with Nicardipine.,75,Type_75,No
DB01194,Brinzolamide,DB01356,Lithium cation,0.4453910291194916,49,Type_49,The risk or severity of adverse effects can be increased when Brinzolamide is combined with Lithium cation.,75,Type_75,No
DB00375,Colestipol,DB01418,Acenocoumarol,0.3572511374950409,75,Type_75,The serum concentration of Acenocoumarol can be decreased when it is combined with Colestipol.,67,Type_67,No
DB00346,Alfuzosin,DB00489,Sotalol,0.4968074560165405,30,Type_30,Alfuzosin may increase the orthostatic hypotensive activities of Sotalol.,20,Type_20,No
DB00346,Alfuzosin,DB00697,Tizanidine,0.48596829175949097,20,Type_20,Alfuzosin may increase the QTc-prolonging activities of Tizanidine.,5,Type_5,No
DB00477,Chlorpromazine,DB01227,Levacetylmethadol,0.4411328434944153,49,Type_49,The risk or severity of adverse effects can be increased when Chlorpromazine is combined with Levacetylmethadol.,49,Type_49,Yes
DB00270,Isradipine,DB00678,Losartan,0.4875442385673523,47,Type_47,The metabolism of Losartan can be decreased when combined with Isradipine.,49,Type_49,No
DB00346,Alfuzosin,DB06203,Alogliptin,0.4908507466316223,47,Type_47,The metabolism of Alogliptin can be decreased when combined with Alfuzosin.,73,Type_73,No
DB00294,Etonogestrel,DB01254,Dasatinib,0.4117869734764099,47,Type_47,The metabolism of Dasatinib can be decreased when combined with Etonogestrel.,73,Type_73,No
DB01274,Arformoterol,DB08881,Vemurafenib,0.34577423334121704,33,Type_33,The risk or severity of QTc prolongation can be increased when Arformoterol is combined with Vemurafenib.,33,Type_33,Yes
DB01167,Itraconazole,DB06414,Etravirine,0.4809521734714508,73,Type_73,The serum concentration of Etravirine can be increased when it is combined with Itraconazole.,73,Type_73,Yes
DB01621,Pipotiazine,DB08881,Vemurafenib,0.49889588356018066,73,Type_73,The serum concentration of Vemurafenib can be increased when it is combined with Pipotiazine.,73,Type_73,Yes
DB01115,Nifedipine,DB06335,Saxagliptin,0.35159146785736084,70,Type_70,The therapeutic efficacy of Saxagliptin can be decreased when used in combination with Nifedipine.,75,Type_75,No
DB00184,Nicotine,DB00989,Rivastigmine,0.3552706837654114,49,Type_49,The risk or severity of adverse effects can be increased when Nicotine is combined with Rivastigmine.,49,Type_49,Yes
DB00238,Nevirapine,DB00745,Modafinil,0.48761677742004395,47,Type_47,The metabolism of Modafinil can be decreased when combined with Nevirapine.,4,Type_4,No
DB00334,Olanzapine,DB01066,Cefditoren,0.38558200001716614,67,Type_67,Olanzapine can cause a decrease in the absorption of Cefditoren resulting in a reduced serum concentration and potentially a decrease in efficacy.,75,Type_75,No
DB00907,Cocaine,DB01100,Pimozide,0.4328433871269226,49,Type_49,The risk or severity of adverse effects can be increased when Cocaine is combined with Pimozide.,73,Type_73,No
DB00678,Losartan,DB08439,Parecoxib,0.48284581303596497,47,Type_47,The metabolism of Parecoxib can be decreased when combined with Losartan.,47,Type_47,Yes
DB00705,Delavirdine,DB01418,Acenocoumarol,0.49268120527267456,73,Type_73,The serum concentration of Acenocoumarol can be increased when it is combined with Delavirdine.,47,Type_47,No
DB00252,Phenytoin,DB01511,Delorazepam,0.48583173751831055,75,Type_75,The serum concentration of Delorazepam can be decreased when it is combined with Phenytoin.,73,Type_73,No
DB00270,Isradipine,DB00877,Sirolimus,0.4982134997844696,49,Type_49,The risk or severity of adverse effects can be increased when Isradipine is combined with Sirolimus.,49,Type_49,Yes
DB00744,Zileuton,DB00917,Dinoprostone,0.30627015233039856,49,Type_49,The risk or severity of adverse effects can be increased when Zileuton is combined with Dinoprostone.,70,Type_70,No
DB04743,Nimesulide,DB08816,Ticagrelor,0.36220717430114746,6,Type_6,Nimesulide may increase the anticoagulant activities of Ticagrelor.,6,Type_6,Yes
DB00270,Isradipine,DB01186,Pergolide,0.3398345708847046,49,Type_49,The risk or severity of adverse effects can be increased when Isradipine is combined with Pergolide.,47,Type_47,No
DB00244,Mesalazine,DB00927,Famotidine,0.405149906873703,57,Type_57,Mesalazine may increase the nephrotoxic activities of Famotidine.,70,Type_70,No
DB00715,Paroxetine,DB00794,Primidone,0.39377593994140625,4,Type_4,The metabolism of Primidone can be increased when combined with Paroxetine.,49,Type_49,No
DB00615,Rifabutin,DB00977,Ethinylestradiol,0.47698721289634705,75,Type_75,The serum concentration of Ethinylestradiol can be decreased when it is combined with Rifabutin.,4,Type_4,No
DB00808,Indapamide,DB01100,Pimozide,0.4987153708934784,49,Type_49,The risk or severity of adverse effects can be increased when Indapamide is combined with Pimozide.,20,Type_20,No
DB01016,Glyburide,DB01110,Miconazole,0.3781884014606476,49,Type_49,The risk or severity of adverse effects can be increased when Glyburide is combined with Miconazole.,9,Type_9,No
DB00215,Citalopram,DB01018,Guanfacine,0.4964402914047241,47,Type_47,The metabolism of Guanfacine can be decreased when combined with Citalopram.,47,Type_47,Yes
DB00705,Delavirdine,DB06626,Axitinib,0.4752742052078247,47,Type_47,The metabolism of Axitinib can be decreased when combined with Delavirdine.,47,Type_47,Yes
DB00175,Pravastatin,DB00481,Raloxifene,0.4957036077976227,73,Type_73,The serum concentration of Raloxifene can be increased when it is combined with Pravastatin.,73,Type_73,Yes
DB00946,Phenprocoumon,DB01132,Pioglitazone,0.2938627302646637,47,Type_47,The metabolism of Pioglitazone can be decreased when combined with Phenprocoumon.,47,Type_47,Yes
DB00541,Vincristine,DB00655,Estrone,0.49247416853904724,73,Type_73,The serum concentration of Estrone can be increased when it is combined with Vincristine.,75,Type_75,No
DB01104,Sertraline,DB01195,Flecainide,0.3874147832393646,20,Type_20,Sertraline may increase the QTc-prolonging activities of Flecainide.,20,Type_20,Yes
DB00402,Eszopiclone,DB01095,Fluvastatin,0.4918714463710785,47,Type_47,The metabolism of Fluvastatin can be decreased when combined with Eszopiclone.,47,Type_47,Yes
DB06702,Fesoterodine,DB09330,Osimertinib,0.4816668629646301,73,Type_73,The serum concentration of Osimertinib can be increased when it is combined with Fesoterodine.,73,Type_73,Yes
DB00321,Amitriptyline,DB00701,Amprenavir,0.44561222195625305,47,Type_47,The metabolism of Amprenavir can be decreased when combined with Amitriptyline.,73,Type_73,No
DB01182,Propafenone,DB04868,Nilotinib,0.43018263578414917,47,Type_47,The metabolism of Nilotinib can be decreased when combined with Propafenone.,73,Type_73,No
DB00224,Indinavir,DB00977,Ethinylestradiol,0.3853393793106079,47,Type_47,The metabolism of Ethinylestradiol can be decreased when combined with Indinavir.,47,Type_47,Yes
DB00313,Valproic acid,DB01018,Guanfacine,0.484772264957428,49,Type_49,The risk or severity of adverse effects can be increased when Valproic acid is combined with Guanfacine.,73,Type_73,No
DB00285,Venlafaxine,DB00949,Felbamate,0.4544563591480255,47,Type_47,The metabolism of Felbamate can be decreased when combined with Venlafaxine.,47,Type_47,Yes
DB00268,Ropinirole,DB04839,Cyproterone acetate,0.4932258129119873,73,Type_73,The serum concentration of Cyproterone acetate can be increased when it is combined with Ropinirole.,75,Type_75,No
DB00220,Nelfinavir,DB00916,Metronidazole,0.37367695569992065,73,Type_73,The serum concentration of Metronidazole can be increased when it is combined with Nelfinavir.,47,Type_47,No
DB01118,Amiodarone,DB09078,Lenvatinib,0.4084011912345886,20,Type_20,Amiodarone may increase the QTc-prolonging activities of Lenvatinib.,47,Type_47,No
DB01219,Dantrolene,DB09280,Lumacaftor,0.45876064896583557,73,Type_73,The serum concentration of Lumacaftor can be increased when it is combined with Dantrolene.,4,Type_4,No
DB00768,Olopatadine,DB00917,Dinoprostone,0.4736883044242859,73,Type_73,The serum concentration of Dinoprostone can be increased when it is combined with Olopatadine.,70,Type_70,No
DB00199,Erythromycin,DB01195,Flecainide,0.41962191462516785,20,Type_20,Erythromycin may increase the QTc-prolonging activities of Flecainide.,20,Type_20,Yes
DB00319,Piperacillin,DB00946,Phenprocoumon,0.46346813440322876,6,Type_6,Piperacillin may increase the anticoagulant activities of Phenprocoumon.,6,Type_6,Yes
DB00227,Lovastatin,DB00780,Phenelzine,0.4458082616329193,73,Type_73,The serum concentration of Phenelzine can be increased when it is combined with Lovastatin.,73,Type_73,Yes
DB00866,Alprenolol,DB01193,Acebutolol,0.47576236724853516,14,Type_14,Alprenolol may decrease the bronchodilatory activities of Acebutolol.,60,Type_60,No
DB01167,Itraconazole,DB09078,Lenvatinib,0.4009895622730255,47,Type_47,The metabolism of Lenvatinib can be decreased when combined with Itraconazole.,47,Type_47,Yes
DB00346,Alfuzosin,DB00678,Losartan,0.46320605278015137,60,Type_60,Alfuzosin may increase the hypotensive activities of Losartan.,60,Type_60,Yes
DB00343,Diltiazem,DB01037,Selegiline,0.3870936334133148,47,Type_47,The metabolism of Selegiline can be decreased when combined with Diltiazem.,47,Type_47,Yes
DB01200,Bromocriptine,DB01242,Clomipramine,0.49975329637527466,37,Type_37,Bromocriptine may decrease the antihypertensive activities of Clomipramine.,37,Type_37,Yes
DB00653,Magnesium sulfate,DB09238,Manidipine,0.27120718359947205,47,Type_47,The metabolism of Manidipine can be decreased when combined with Magnesium sulfate.,49,Type_49,No
DB00367,Levonorgestrel,DB01154,Thiamylal,0.4142844080924988,70,Type_70,The therapeutic efficacy of Thiamylal can be decreased when used in combination with Levonorgestrel.,70,Type_70,Yes
DB00564,Carbamazepine,DB00691,Moexipril,0.34022611379623413,75,Type_75,The serum concentration of Moexipril can be decreased when it is combined with Carbamazepine.,4,Type_4,No
DB00361,Vinorelbine,DB01072,Atazanavir,0.4570200741291046,73,Type_73,The serum concentration of Atazanavir can be increased when it is combined with Vinorelbine.,47,Type_47,No
DB00343,Diltiazem,DB01250,Olsalazine,0.36814549565315247,49,Type_49,The risk or severity of adverse effects can be increased when Diltiazem is combined with Olsalazine.,6,Type_6,No
DB00751,Epinastine,DB01072,Atazanavir,0.46455392241477966,47,Type_47,The metabolism of Atazanavir can be decreased when combined with Epinastine.,75,Type_75,No
DB00472,Fluoxetine,DB01171,Moclobemide,0.41628700494766235,49,Type_49,The risk or severity of adverse effects can be increased when Fluoxetine is combined with Moclobemide.,47,Type_47,No
DB01254,Dasatinib,DB09082,Vilanterol,0.4282183051109314,20,Type_20,Dasatinib may increase the QTc-prolonging activities of Vilanterol.,73,Type_73,No
DB00578,Carbenicillin,DB01024,Mycophenolic acid,0.4775785505771637,75,Type_75,The serum concentration of Mycophenolic acid can be decreased when it is combined with Carbenicillin.,11,Type_11,No
DB00476,Duloxetine,DB00641,Simvastatin,0.4142782688140869,73,Type_73,The serum concentration of Simvastatin can be increased when it is combined with Duloxetine.,47,Type_47,No
DB06702,Fesoterodine,DB09238,Manidipine,0.4112319052219391,77,Type_77,The serum concentration of the active metabolites of Manidipine can be increased when Manidipine is used in combination with Fesoterodine.,77,Type_77,Yes
DB00207,Azithromycin,DB00498,Phenindione,0.4111441671848297,73,Type_73,The serum concentration of Phenindione can be increased when it is combined with Azithromycin.,73,Type_73,Yes
DB00393,Nimodipine,DB00908,Quinidine,0.3891838788986206,47,Type_47,The metabolism of Quinidine can be decreased when combined with Nimodipine.,75,Type_75,No
DB00398,Sorafenib,DB01624,Zuclopenthixol,0.48674556612968445,20,Type_20,Sorafenib may increase the QTc-prolonging activities of Zuclopenthixol.,20,Type_20,Yes
DB00214,Torasemide,DB00390,Digoxin,0.48130372166633606,70,Type_70,The therapeutic efficacy of Digoxin can be decreased when used in combination with Torasemide.,49,Type_49,No
DB01141,Micafungin,DB01591,Solifenacin,0.4908239245414734,47,Type_47,The metabolism of Solifenacin can be decreased when combined with Micafungin.,47,Type_47,Yes
DB00254,Doxycycline,DB08795,Azidocillin,0.2946270704269409,70,Type_70,The therapeutic efficacy of Azidocillin can be decreased when used in combination with Doxycycline.,70,Type_70,Yes
DB00273,Topiramate,DB00682,Warfarin,0.4851406514644623,6,Type_6,Topiramate may increase the anticoagulant activities of Warfarin.,47,Type_47,No
DB01234,Dexamethasone,DB04868,Nilotinib,0.42733708024024963,47,Type_47,The metabolism of Nilotinib can be decreased when combined with Dexamethasone.,75,Type_75,No
DB01656,Roflumilast,DB08910,Pomalidomide,0.27808138728141785,47,Type_47,The metabolism of Pomalidomide can be decreased when combined with Roflumilast.,34,Type_34,No
DB00215,Citalopram,DB06605,Apixaban,0.4382563531398773,47,Type_47,The metabolism of Apixaban can be decreased when combined with Citalopram.,47,Type_47,Yes
DB00477,Chlorpromazine,DB00637,Astemizole,0.44893258810043335,20,Type_20,Chlorpromazine may increase the QTc-prolonging activities of Astemizole.,47,Type_47,No
DB00563,Methotrexate,DB09320,Procaine benzylpenicillin,0.41366907954216003,70,Type_70,The therapeutic efficacy of Procaine benzylpenicillin can be decreased when used in combination with Methotrexate.,73,Type_73,No
DB01319,Fosamprenavir,DB09054,Idelalisib,0.4758906960487366,47,Type_47,The metabolism of Idelalisib can be decreased when combined with Fosamprenavir.,47,Type_47,Yes
DB00625,Efavirenz,DB06210,Eltrombopag,0.46533751487731934,47,Type_47,The metabolism of Eltrombopag can be decreased when combined with Efavirenz.,47,Type_47,Yes
DB01118,Amiodarone,DB01601,Lopinavir,0.4990207552909851,47,Type_47,The metabolism of Lopinavir can be decreased when combined with Amiodarone.,20,Type_20,No
DB00295,Morphine,DB00625,Efavirenz,0.32908153533935547,47,Type_47,The metabolism of Efavirenz can be decreased when combined with Morphine.,49,Type_49,No
DB01142,Doxepin,DB09570,Ixazomib,0.45929601788520813,73,Type_73,The serum concentration of Ixazomib can be increased when it is combined with Doxepin.,73,Type_73,Yes
