Drug1_ID,Drug2_ID,Label
DB00315,DB00282,0
DB01221,DB08864,0
DB00963,DB00438,0
DB00637,DB00956,0
DB00214,DB01297,0
DB00561,DB00698,0
DB00421,DB01132,0
DB06725,DB06723,0
DB01014,DB00548,0
DB01590,DB00387,0
DB01048,DB06803,0
DB08796,DB00571,0
DB01362,DB00744,0
DB00735,DB00219,0
DB06802,DB11610,0
DB00809,DB00485,0
DB09267,DB00830,0
DB06203,DB13872,0
DB00610,DB01392,0
DB00217,DB01263,0
DB06663,DB00773,0
DB09536,DB00652,0
DB00960,DB00593,0
DB00278,DB00158,0
DB00581,DB09290,0
DB01401,DB09286,0
DB00917,DB09143,0
DB00736,DB00391,0
DB08908,DB09300,0
DB00470,DB00833,0
DB00276,DB00170,0
DB01362,DB13158,0
DB06637,DB00364,0
DB01418,DB04930,0
DB01080,DB05676,0
DB01233,DB01120,0
DB00928,DB00661,0
DB06707,DB01121,0
DB00709,DB06729,0
DB00961,DB01604,0
DB06697,DB09256,0
DB06637,DB00284,0
DB01060,DB00640,0
DB01627,DB00549,0
DB00434,DB01380,0
DB05260,DB09225,0
DB12001,DB00537,0
DB09026,DB01061,0
DB08874,DB00981,0
DB11342,DB00623,0
DB03756,DB01066,0
DB01581,DB06712,0
DB01282,DB01551,0
DB04574,DB08964,0
DB01598,DB01013,0
DB00488,DB00607,0
DB00500,DB01303,0
DB01169,DB09516,0
DB00976,DB00830,0
DB00423,DB09231,0
DB01340,DB11574,0
DB02959,DB00230,0
DB00762,DB01195,0
DB00222,DB09290,0
DB04967,DB01351,0
DB06202,DB00517,0
DB00776,DB04841,0
DB06717,DB00488,0
DB06193,DB01102,0
DB01021,DB00514,0
DB09224,DB01622,0
DB01129,DB00602,0
DB00261,DB00247,0
DB08877,DB01176,0
DB00625,DB06150,0
DB09030,DB08895,0
DB00890,DB04573,0
DB01559,DB01191,0
DB00996,DB00718,0
DB00562,DB00468,0
DB00661,DB00833,0
DB09281,DB00258,0
DB00608,DB09087,0
DB01082,DB00764,0
DB06766,DB00748,0
DB04861,DB00548,0
DB01108,DB08811,0
DB06202,DB01332,0
DB01586,DB00384,0
DB00358,DB04878,0
DB01246,DB01183,0
DB00647,DB09321,0
DB09084,DB09516,0
DB04951,DB00980,0
DB00583,DB01039,0
DB06410,DB06729,0
DB00651,DB00227,0
DB01127,DB00290,0
DB00482,DB01303,0
DB00209,DB11691,0
DB01195,DB09042,0
DB00434,DB11235,0
DB00884,DB01359,0
DB01251,DB08994,0
DB08877,DB00370,0
DB00384,DB01083,0
DB01017,DB09555,0
DB01008,DB00801,0
DB09322,DB00176,0
DB01606,DB00288,0
DB01878,DB09221,0
DB00176,DB06764,0
DB00598,DB01141,0
DB01275,DB00405,0
DB01275,DB00618,0
DB09342,DB01197,0
DB00316,DB01605,0
DB09000,DB06264,0
DB09216,DB01228,0
DB09061,DB01289,0
DB00481,DB06716,0
DB01401,DB00661,0
DB00732,DB02709,0
DB06824,DB01137,0
DB00395,DB09015,0
DB06663,DB09488,0
DB06636,DB00989,0
DB01611,DB00962,0
DB09212,DB01205,0
DB01426,DB13179,0
DB00872,DB06716,0
DB04839,DB00592,0
DB06209,DB01071,0
DB00479,DB06654,0
DB08958,DB01072,0
DB00314,DB00591,0
DB00737,DB01078,0
DB01039,DB01268,0
DB00859,DB06698,0
DB00237,DB09281,0
DB11560,DB00419,0
DB00491,DB00549,0
DB09256,DB00838,0
DB09080,DB08868,0
DB00421,DB01060,0
DB09220,DB00936,0
DB00669,DB01320,0
DB01208,DB01126,0
DB01147,DB01081,0
DB00389,DB09204,0
DB13878,DB01328,0
DB00362,DB00556,0
DB00873,DB00619,0
DB00933,DB00438,0
DB00262,DB01210,0
DB01586,DB00548,0
DB00380,DB00332,0
DB00490,DB01414,0
DB00115,DB00555,0
DB01009,DB11106,0
DB00827,DB00678,0
DB09268,DB00633,0
DB09288,DB00446,0
DB06413,DB00327,0
DB00140,DB01577,0
DB01427,DB06767,0
DB01211,DB01188,0
DB01606,DB00559,0
DB01392,DB00741,0
DB00378,DB06626,0
DB09269,DB00788,0
DB00661,DB01089,0
DB06154,DB00490,0
DB00759,DB01283,0
DB00623,DB01091,0
DB00897,DB00839,0
DB09477,DB01074,0
DB09128,DB05109,0
DB06803,DB00400,0
DB01613,DB00248,0
DB01022,DB00344,0
DB12332,DB00292,0
DB01044,DB04272,0
DB01000,DB00873,0
DB00921,DB00556,0
DB11828,DB01253,0
DB09212,DB01101,0
DB01219,DB00986,0
DB04842,DB00146,0
DB00612,DB00216,0
DB00251,DB00765,0
DB08911,DB01420,0
DB06153,DB00126,0
DB00925,DB06261,0
DB09102,DB01060,0
DB09275,DB01097,0
DB06206,DB01248,0
DB00331,DB00423,0
DB00915,DB01060,0
DB00947,DB00287,0
DB09277,DB09069,0
DB09093,DB00778,0
DB09063,DB00982,0
DB01592,DB00247,0
DB00703,DB00035,0
DB00892,DB11660,0
DB06206,DB00626,0
DB00165,DB01294,0
DB00737,DB06480,0
DB01065,DB00594,0
DB06730,DB04876,0
DB05260,DB09265,0
DB09235,DB00104,0
DB00781,DB09018,0
DB01427,DB08909,0
DB01073,DB09242,0
DB01160,DB06212,0
DB09038,DB00674,0
DB00664,DB06150,0
DB00451,DB01020,0
DB06689,DB00982,0
DB00800,DB01046,0
DB00770,DB00292,0
DB00363,DB04570,0
DB01197,DB00209,0
DB01280,DB00713,0
DB08882,DB01685,0
DB01618,DB01216,0
DB11254,DB09215,0
DB00960,DB01192,0
DB00925,DB01615,0
DB00340,DB09048,0
DB00362,DB00150,0
DB09561,DB09300,0
DB09093,DB01083,0
DB00649,DB09065,0
DB01249,DB00844,0
DB00822,DB00881,0
DB01609,DB00527,0
DB01118,DB01575,0
DB06589,DB01085,0
DB00399,DB01408,0
DB01370,DB01147,0
DB13783,DB09147,0
DB00918,DB08974,0
DB00981,DB00746,0
DB01158,DB09499,0
DB00557,DB00221,0
DB00456,DB06824,0
DB09352,DB00443,0
DB00787,DB00812,0
DB11362,DB09449,0
DB11156,DB00544,0
DB01024,DB00664,0
DB08800,DB06709,0
DB01018,DB06701,0
DB09477,DB00420,0
DB09040,DB01553,0
DB00672,DB01298,0
DB00503,DB09561,0
DB01032,DB00643,0
DB01427,DB00661,0
DB00511,DB02638,0
DB00603,DB09268,0
DB09084,DB01092,0
DB01179,DB00165,0
DB08800,DB00377,0
DB00448,DB00233,0
DB00408,DB00346,0
DB01041,DB13153,0
DB06204,DB08797,0
DB04846,DB00356,0
DB06742,DB01466,0
DB09283,DB00189,0
DB00711,DB00999,0
DB00605,DB01035,0
DB06145,DB00920,0
DB06193,DB00692,0
DB00636,DB01219,0
DB00723,DB00527,0
DB00563,DB01233,0
DB01161,DB01071,0
DB00433,DB00326,0
DB00651,DB13873,0
DB09265,DB00146,0
DB00228,DB00544,0
DB06603,DB00428,0
DB09292,DB01553,0
DB01339,DB11633,0
DB00742,DB01094,0
DB09073,DB09087,0
DB00130,DB00784,0
DB00267,DB01607,0
DB00773,DB11691,0
DB01004,DB01424,0
DB00807,DB09244,0
DB00890,DB09244,0
DB04844,DB00673,0
DB00314,DB00511,0
DB00724,DB00975,0
DB01235,DB07615,0
DB04871,DB00911,0
DB01195,DB09256,0
DB00349,DB06781,0
DB00609,DB08983,0
DB00864,DB06213,0
DB09031,DB05265,0
DB01226,DB00812,0
DB06782,DB00749,0
DB00271,DB01149,0
DB09097,DB11633,0
DB09146,DB00584,0
DB01433,DB00442,0
DB11093,DB00379,0
DB00685,DB00989,0
DB09069,DB00683,0
DB01251,DB01466,0
DB00590,DB00027,0
DB09277,DB00300,0
DB00424,DB00746,0
DB00235,DB00726,0
DB00885,DB00706,0
DB06594,DB00136,0
DB00961,DB01005,0
DB05630,DB08992,0
DB00350,DB06401,0
DB09275,DB04552,0
DB00389,DB00544,0
DB13783,DB08811,0
DB00140,DB08934,0
DB01182,DB01112,0
DB01608,DB00710,0
DB00951,DB00935,0
DB09265,DB00441,0
DB00762,DB00658,0
DB00610,DB09414,0
DB00689,DB09095,0
DB01420,DB01333,0
DB00749,DB00248,0
DB00618,DB04339,0
DB01611,DB09292,0
DB01254,DB01333,0
DB00401,DB09273,0
DB04920,DB00035,0
DB00353,DB00469,0
DB01014,DB09185,0
DB09232,DB00402,0
DB08881,DB00592,0
DB00520,DB01239,0
DB00577,DB06243,0
DB09396,DB00880,0
DB02959,DB00332,0
DB00791,DB06148,0
DB03754,DB11989,0
DB01186,DB09297,0
DB00831,DB04930,0
DB00379,DB13879,0
DB00232,DB01202,0
DB01401,DB04711,0
DB00350,DB08804,0
DB00577,DB00837,0
DB01084,DB00635,0
DB00581,DB00796,0
DB08954,DB06274,0
DB01161,DB00387,0
DB01022,DB00568,0
DB01063,DB00496,0
DB01619,DB01181,0
DB01254,DB09277,0
DB00429,DB00623,0
DB11989,DB06268,0
DB01193,DB00970,0
DB02659,DB08974,0
DB00723,DB00317,0
DB00370,DB08869,0
DB00900,DB00784,0
DB09074,DB01337,0
DB01291,DB01007,0
DB00976,DB11699,0
DB09275,DB00832,0
DB00766,DB08908,0
DB06723,DB08798,0
DB01218,DB01051,0
DB00251,DB09244,0
DB11737,DB00511,0
DB00829,DB06155,0
DB00905,DB01216,0
DB00261,DB00754,0
DB00495,DB00384,0
DB00515,DB09020,0
DB00998,DB00324,0
DB02300,DB08907,0
DB08814,DB00601,0
DB11093,DB00515,0
DB01193,DB01117,0
DB00344,DB00879,0
DB01022,DB00631,0
DB09352,DB00607,0
DB09161,DB08943,0
DB01438,DB00782,0
DB04839,DB01046,0
DB00581,DB00981,0
DB00947,DB00546,0
DB05990,DB00694,0
DB00734,DB01622,0
DB04272,DB01066,0
DB00914,DB00357,0
DB00237,DB00863,0
DB01586,DB00525,0
DB09014,DB00796,0
DB00370,DB00513,0
DB01039,DB00352,0
DB05676,DB00367,0
DB00797,DB09063,0
DB09285,DB01077,0
DB00211,DB09137,0
DB00567,DB01592,0
DB00779,DB01089,0
DB00690,DB01247,0
DB06700,DB01619,0
DB00346,DB06684,0
DB00859,DB06413,0
DB00370,DB01222,0
DB01205,DB00527,0
DB00992,DB08981,0
DB00766,DB00195,0
DB01099,DB06267,0
DB01171,DB09449,0
DB00251,DB00695,0
DB01173,DB06813,0
DB11362,DB11921,0
DB09323,DB00606,0
DB00235,DB00196,0
DB00983,DB00402,0
DB13139,DB00219,0
DB00232,DB09125,0
DB08893,DB00891,0
DB00852,DB09049,0
DB01131,DB04898,0
DB01080,DB08909,0
DB00887,DB00322,0
DB01110,DB09015,0
DB00178,DB00723,0
DB00266,DB04398,0
DB00787,DB04908,0
DB09021,DB00986,0
DB04854,DB05812,0
DB00583,DB00511,0
DB00617,DB00804,0
DB01016,DB00236,0
DB00271,DB06695,0
DB01393,DB00179,0
DB12026,DB04575,0
DB06700,DB00104,0
DB00631,DB09048,0
DB00690,DB06767,0
DB01353,DB08868,0
DB00679,DB00828,0
DB11575,DB00832,0
DB06717,DB00847,0
DB00827,DB00446,0
DB01007,DB01135,0
DB01177,DB04953,0
DB00773,DB06698,0
DB00471,DB11231,0
DB00485,DB01181,0
DB01126,DB01622,0
DB00630,DB00980,0
DB06788,DB04840,0
DB09014,DB01164,0
DB09218,DB00599,0
DB06637,DB00190,0
DB00207,DB01090,0
DB00425,DB00518,0
DB01147,DB11231,0
DB09322,DB06700,0
DB11304,DB00664,0
DB08993,DB06150,0
DB01043,DB00892,0
DB01261,DB06819,0
DB01153,DB00564,0
DB08874,DB06626,0
DB00998,DB00611,0
DB00495,DB01337,0
DB00679,DB01262,0
DB04786,DB00721,0
DB00998,DB01135,0
DB09570,DB00355,0
DB01084,DB00703,0
DB00757,DB01028,0
DB00341,DB03585,0
DB01581,DB04794,0
DB01191,DB00570,0
DB01437,DB01147,0
DB06290,DB00485,0
DB00360,DB09278,0
DB00456,DB00569,0
DB06292,DB00432,0
DB01085,DB00317,0
DB06699,DB00453,0
DB01126,DB01544,0
DB06701,DB00193,0
DB06766,DB01234,0
DB00436,DB08893,0
DB00921,DB01708,0
DB00651,DB04911,0
DB01264,DB00613,0
DB09112,DB04572,0
DB00268,DB00576,0
DB01082,DB09117,0
DB11614,DB01605,0
DB08905,DB00634,0
DB01621,DB00210,0
DB00274,DB01685,0
DB01045,DB09414,0
DB00655,DB09147,0
DB01238,DB09278,0
DB09462,DB01267,0
DB01004,DB01209,0
DB01369,DB01121,0
DB00749,DB00412,0
DB00914,DB00413,0
DB01600,DB01221,0
DB09292,DB01111,0
DB11560,DB06267,0
DB00797,DB00744,0
DB01065,DB09352,0
DB01581,DB00387,0
DB00246,DB06698,0
DB09216,DB00951,0
DB00981,DB08930,0
DB01351,DB00757,0
DB00378,DB01582,0
DB00779,DB11235,0
DB01206,DB04894,0
DB00869,DB00904,0
DB01274,DB00530,0
DB06789,DB06767,0
DB08908,DB00242,0
DB00731,DB09231,0
DB09138,DB00855,0
DB09210,DB00586,0
DB06782,DB00780,0
DB01319,DB01071,0
DB04552,DB00564,0
DB00654,DB00541,0
DB00797,DB00857,0
DB06690,DB09322,0
DB00511,DB01241,0
DB06724,DB01097,0
DB01012,DB00120,0
DB00919,DB00700,0
DB01600,DB00142,0
DB06153,DB01590,0
DB04786,DB00643,0
DB01336,DB01440,0
DB00322,DB01336,0
DB01012,DB01087,0
DB01264,DB09282,0
DB01043,DB08826,0
DB00377,DB00906,0
DB09323,DB00740,0
DB00460,DB00977,0
DB01396,DB00356,0
DB01140,DB00752,0
DB08796,DB01614,0
DB05541,DB08868,0
DB00202,DB00573,0
DB09516,DB09041,0
DB00758,DB00626,0
DB08913,DB01330,0
DB00753,DB06791,0
DB00918,DB00892,0
DB01256,DB01119,0
DB00242,DB01263,0
DB01399,DB12532,0
DB13878,DB00571,0
DB00130,DB11106,0
DB08874,DB00438,0
DB01212,DB00953,0
DB01007,DB01164,0
DB06715,DB00404,0
DB01086,DB01000,0
DB00222,DB00339,0
DB12161,DB04898,0
DB01340,DB09161,0
DB00469,DB00721,0
DB06717,DB01369,0
DB00589,DB11613,0
DB00258,DB01588,0
DB00728,DB09330,0
DB06816,DB13873,0
DB09042,DB00287,0
DB06707,DB08916,0
DB02638,DB06824,0
DB01242,DB00989,0
DB00951,DB08871,0
DB01069,DB00146,0
DB00228,DB00620,0
DB00680,DB06781,0
DB00482,DB09352,0
DB01401,DB01608,0
DB11636,DB00660,0
DB01414,DB01408,0
DB00962,DB00136,0
DB01103,DB09211,0
DB01021,DB00594,0
DB01218,DB00991,0
DB01071,DB01408,0
DB01116,DB03796,0
DB01138,DB00937,0
DB01598,DB09221,0
DB01436,DB00816,0
DB00918,DB00405,0
DB00762,DB09286,0
DB00328,DB01207,0
DB01085,DB00631,0
DB00291,DB01088,0
DB01251,DB01139,0
DB00897,DB00718,0
DB08872,DB00256,0
DB00929,DB01615,0
DB00453,DB00252,0
DB09096,DB01253,0
DB01575,DB00696,0
DB05990,DB00504,0
DB01142,DB11315,0
DB00917,DB00796,0
DB08992,DB00754,0
DB00260,DB09278,0
DB00647,DB09135,0
DB00554,DB00458,0
DB01087,DB00806,0
DB09323,DB11079,0
DB01197,DB01622,0
DB00336,DB00313,0
DB00260,DB09048,0
DB01611,DB00319,0
DB11943,DB00392,0
DB00438,DB09125,0
DB00784,DB01328,0
DB00602,DB06412,0
DB08800,DB04946,0
DB01111,DB04574,0
DB01016,DB00556,0
DB06282,DB01296,0
DB00178,DB00169,0
DB00887,DB00402,0
DB08797,DB06771,0
DB03793,DB00943,0
DB00410,DB00252,0
DB04967,DB00203,0
DB00357,DB01406,0
DB09198,DB00867,0
DB00261,DB00216,0
DB00837,DB01023,0
DB00846,DB01053,0
DB01255,DB00556,0
DB00940,DB06412,0
DB06706,DB00330,0
DB09101,DB02709,0
DB01130,DB01598,0
DB01088,DB00988,0
DB09285,DB02959,0
DB00468,DB00427,0
DB01297,DB00321,0
DB00964,DB00967,0
DB00692,DB06206,0
DB11342,DB06737,0
DB06636,DB09352,0
DB01161,DB12924,0
DB01575,DB01120,0
DB06654,DB01588,0
DB00804,DB01093,0
DB00531,DB01170,0
DB00461,DB01098,0
DB00290,DB00190,0
DB01175,DB00631,0
DB09083,DB06767,0
DB08804,DB00801,0
DB06335,DB00134,0
DB11581,DB00685,0
DB13874,DB01020,0
DB06816,DB00863,0
DB09227,DB01295,0
DB00909,DB09027,0
DB00992,DB01201,0
DB01198,DB01296,0
DB00339,DB00177,0
DB01435,DB01366,0
DB00476,DB01414,0
DB04967,DB00751,0
DB00618,DB01295,0
DB06701,DB11156,0
DB13747,DB00443,0
DB00952,DB00170,0
DB06154,DB01099,0
DB00552,DB09204,0
DB00750,DB08865,0
DB06813,DB01059,0
DB00869,DB00349,0
DB09280,DB01592,0
DB09488,DB00544,0
DB00992,DB09091,0
DB01022,DB13925,0
DB00692,DB01232,0
DB00477,DB08889,0
DB00925,DB11121,0
DB06802,DB01615,0
DB01170,DB00586,0
DB00621,DB01064,0
DB13878,DB00302,0
DB09120,DB00467,0
DB09269,DB02300,0
DB01182,DB09185,0
DB00202,DB09244,0
DB09543,DB00982,0
DB06292,DB01089,0
DB01160,DB09042,0
DB01137,DB00455,0
DB01579,DB01119,0
DB00822,DB02959,0
DB00519,DB00419,0
DB00511,DB01064,0
DB00648,DB00290,0
DB00713,DB00816,0
DB11304,DB00209,0
DB09275,DB01216,0
DB09072,DB08889,0
DB00951,DB11135,0
DB00720,DB01426,0
DB00445,DB00769,0
DB01071,DB06213,0
DB09085,DB00546,0
DB04272,DB00572,0
DB00853,DB00559,0
DB04835,DB01071,0
DB00863,DB00603,0
DB01100,DB00236,0
DB00794,DB00217,0
DB00788,DB00397,0
DB05260,DB00999,0
DB00884,DB04576,0
DB00295,DB08958,0
DB06803,DB06262,0
DB00184,DB00610,0
DB01007,DB00324,0
DB09281,DB00787,0
DB01129,DB01400,0
DB00322,DB01563,0
DB00765,DB00698,0
DB00354,DB00582,0
DB06772,DB06691,0
DB00258,DB09225,0
DB00279,DB04868,0
DB00728,DB00914,0
DB00166,DB00202,0
DB00829,DB00354,0
DB01239,DB01054,0
DB09120,DB01580,0
DB01440,DB08887,0
DB01416,DB08974,0
DB06701,DB01337,0
DB06738,DB04861,0
DB01082,DB00318,0
DB06155,DB00376,0
DB09516,DB01099,0
DB00392,DB00189,0
DB00742,DB04938,0
DB06626,DB00640,0
DB06820,DB11989,0
DB01268,DB13139,0
DB01051,DB08822,0
DB01043,DB00730,0
DB09125,DB09204,0
DB01101,DB00394,0
DB12483,DB00175,0
DB00289,DB00790,0
DB00259,DB01077,0
DB01010,DB00442,0
DB11121,DB00230,0
DB00537,DB00399,0
DB11633,DB00738,0
DB00535,DB01329,0
DB00185,DB00724,0
DB00242,DB00035,0
DB01559,DB00684,0
DB09352,DB00006,0
DB13450,DB01466,0
DB06718,DB06791,0
DB00204,DB00229,0
DB12026,DB09297,0
DB08884,DB00244,0
DB06715,DB09218,0
DB00928,DB00446,0
DB00822,DB01210,0
DB00378,DB00264,0
DB00857,DB01064,0
DB00859,DB00461,0
DB01050,DB00986,0
DB00931,DB00819,0
DB00554,DB09016,0
DB01126,DB00991,0
DB00704,DB09449,0
DB00565,DB00446,0
DB00411,DB01575,0
DB00210,DB00956,0
DB01139,DB06691,0
DB06228,DB00780,0
DB00826,DB00308,0
DB09216,DB04570,0
DB09118,DB00487,0
DB01413,DB01551,0
DB13145,DB01139,0
DB08941,DB00402,0
DB01026,DB01093,0
DB00762,DB00605,0
DB01036,DB01006,0
DB01070,DB00607,0
DB06701,DB09183,0
DB00715,DB00212,0
DB01397,DB08889,0
DB11156,DB01331,0
DB00163,DB01066,0
DB08827,DB12924,0
DB00685,DB00335,0
DB00326,DB00680,0
DB08932,DB01326,0
DB01280,DB09031,0
DB00914,DB00688,0
DB00795,DB01284,0
DB00228,DB00817,0
DB09153,DB00492,0
DB00938,DB00810,0
DB09290,DB00613,0
DB00381,DB06827,0
DB00560,DB00304,0
DB01032,DB09256,0
DB00436,DB01141,0
DB00823,DB00404,0
DB09338,DB01303,0
DB09321,DB00122,0
DB00884,DB08933,0
DB04844,DB01297,0
DB00126,DB00696,0
DB04574,DB06804,0
DB00395,DB00219,0
DB00875,DB13747,0
DB01435,DB00245,0
DB05381,DB04918,0
DB11574,DB01020,0
DB09214,DB01115,0
DB00792,DB09085,0
DB13879,DB00296,0
DB02638,DB00006,0
DB00925,DB06723,0
DB00900,DB00397,0
DB01559,DB01199,0
DB01612,DB00337,0
DB00351,DB04575,0
DB00781,DB00170,0
DB06792,DB00440,0
DB00241,DB00201,0
DB06217,DB00153,0
DB01288,DB02703,0
DB00525,DB00968,0
DB09112,DB00768,0
DB00955,DB01615,0
DB06772,DB01708,0
DB01606,DB09079,0
DB00654,DB01169,0
DB01182,DB00806,0
DB01061,DB00741,0
DB01033,DB01076,0
DB01160,DB00006,0
DB01010,DB01097,0
DB00303,DB09543,0
DB00415,DB11268,0
DB01437,DB00806,0
DB00875,DB00782,0
DB06413,DB06769,0
DB06145,DB00741,0
DB00469,DB00331,0
DB01198,DB00668,0
DB01321,DB01151,0
DB01254,DB00936,0
DB09039,DB01365,0
DB09167,DB08916,0
DB06261,DB00999,0
DB01437,DB06736,0
DB00808,DB01091,0
DB00618,DB09091,0
DB00917,DB00565,0
DB01301,DB00122,0
DB01545,DB00446,0
DB00210,DB09296,0
DB01252,DB01121,0
DB01155,DB00614,0
DB00419,DB09241,0
DB06193,DB08931,0
DB00972,DB09076,0
DB01393,DB00499,0
DB00391,DB01030,0
DB00915,DB06718,0
DB06207,DB06729,0
DB08981,DB00802,0
DB06789,DB01140,0
DB00973,DB01078,0
DB00396,DB00378,0
DB01226,DB00500,0
DB08932,DB01297,0
DB00204,DB11994,0
DB01088,DB04571,0
DB09322,DB06718,0
DB06717,DB09516,0
DB01590,DB00452,0
DB09117,DB08868,0
DB01041,DB00378,0
DB00798,DB09097,0
DB01579,DB13142,0
DB00661,DB02638,0
DB01611,DB06684,0
DB00750,DB11793,0
DB11156,DB00196,0
DB00917,DB01297,0
DB06782,DB05271,0
DB09134,DB11268,0
DB00637,DB13167,0
DB01221,DB01188,0
DB01614,DB00487,0
DB01127,DB02701,0
DB12001,DB00917,0
DB05630,DB00432,0
DB06202,DB08869,0
DB01076,DB01580,0
DB08795,DB09079,0
DB08814,DB00282,0
DB00226,DB09078,0
DB08800,DB00816,0
DB06401,DB09166,0
DB13145,DB00639,0
DB01143,DB00198,0
DB09235,DB06699,0
DB00759,DB01378,0
DB01463,DB01553,0
DB05015,DB01030,0
DB08439,DB00759,0
DB01017,DB00520,0
DB00223,DB09041,0
DB01032,DB00593,0
DB01096,DB00780,0
DB00491,DB09321,0
DB00322,DB01190,0
DB01065,DB01378,0
DB01395,DB00662,0
DB01301,DB00134,0
DB01223,DB00355,0
DB00162,DB09291,0
DB00715,DB01349,0
DB01094,DB11574,0
DB00649,DB00896,0
DB00231,DB01326,0
DB00635,DB00952,0
DB08874,DB06718,0
DB08802,DB08903,0
DB13872,DB04855,0
DB00732,DB00449,0
DB06690,DB06817,0
DB00408,DB06742,0
DB00430,DB00666,0
DB00555,DB00951,0
DB01206,DB09130,0
DB09536,DB04339,0
DB00860,DB00548,0
DB00992,DB00588,0
DB00724,DB01243,0
DB06144,DB09278,0
DB00909,DB08807,0
DB01045,DB09087,0
DB08884,DB00336,0
DB00856,DB01047,0
DB00523,DB00705,0
DB00163,DB06718,0
DB01413,DB00482,0
DB00360,DB00357,0
DB00856,DB00917,0
DB00853,DB00379,0
DB00931,DB00585,0
DB01598,DB09220,0
DB11691,DB00417,0
DB01330,DB00501,0
DB00471,DB09008,0
DB08828,DB04574,0
DB00293,DB00449,0
DB08984,DB00731,0
DB00291,DB06739,0
DB01147,DB01263,0
DB00451,DB05541,0
DB01362,DB01062,0
DB08881,DB01005,0
DB00315,DB01211,0
DB00391,DB08827,0
DB11660,DB00182,0
DB09555,DB01416,0
DB01015,DB01242,0
DB00175,DB01236,0
DB01096,DB08993,0
DB00877,DB00305,0
DB00426,DB04876,0
DB11793,DB00967,0
DB05630,DB04711,0
DB00762,DB00441,0
DB00354,DB01241,0
DB01159,DB00586,0
DB00280,DB04572,0
DB09134,DB01267,0
DB09396,DB01339,0
DB00720,DB01577,0
DB01288,DB06695,0
DB01199,DB00317,0
DB00301,DB06827,0
DB00380,DB09008,0
DB01185,DB01210,0
DB01259,DB00457,0
DB00202,DB13879,0
DB00816,DB00367,0
DB00184,DB00920,0
DB01261,DB01188,0
DB00264,DB00230,0
DB11575,DB00987,0
DB00661,DB00355,0
DB01088,DB00773,0
DB00869,DB00454,0
DB06799,DB00738,0
DB11135,DB01135,0
DB01578,DB00696,0
DB01620,DB00691,0
DB00997,DB09083,0
DB00998,DB00857,0
DB04711,DB09130,0
DB00914,DB00899,0
DB09034,DB00703,0
DB01110,DB00989,0
DB01280,DB09104,0
DB09090,DB01224,0
DB00637,DB01330,0
DB09238,DB00569,0
DB09008,DB01440,0
DB09162,DB06702,0
DB00518,DB00819,0
DB00362,DB00698,0
DB11560,DB00547,0
DB01008,DB00754,0
DB01009,DB00894,0
DB06803,DB00228,0
DB01099,DB09289,0
DB00140,DB00794,0
DB00605,DB08860,0
DB01188,DB05676,0
DB08884,DB01161,0
DB00852,DB00845,0
DB05109,DB06792,0
DB01262,DB00544,0
DB01245,DB09343,0
DB01022,DB08869,0
DB01415,DB00951,0
DB01606,DB00551,0
DB00677,DB00420,0
DB12001,DB01007,0
DB00996,DB00146,0
DB00890,DB05381,0
DB01339,DB06723,0
DB00499,DB00452,0
DB00489,DB01338,0
DB11828,DB05246,0
DB00939,DB00894,0
DB00170,DB01054,0
DB01184,DB00876,0
DB01088,DB00746,0
DB01021,DB06769,0
DB00426,DB00236,0
DB06292,DB04552,0
DB09161,DB00660,0
DB08860,DB06480,0
DB01401,DB00222,0
DB00346,DB11660,0
DB04570,DB01023,0
DB01586,DB01511,0
DB05990,DB00275,0
DB00928,DB00549,0
DB01102,DB02187,0
DB00561,DB01169,0
DB09075,DB00621,0
DB01084,DB01591,0
DB00776,DB05266,0
DB06782,DB00899,0
DB06802,DB09047,0
DB00706,DB01058,0
DB09124,DB00422,0
DB00080,DB01580,0
DB00727,DB00680,0
DB00724,DB00613,0
DB00923,DB00424,0
DB00955,DB00378,0
DB09061,DB00763,0
DB09094,DB00757,0
DB06154,DB08911,0
DB01141,DB06786,0
DB00426,DB11121,0
DB00745,DB01348,0
DB05630,DB00591,0
DB06441,DB08880,0
DB00781,DB00239,0
DB00695,DB12364,0
DB00589,DB00807,0
DB06282,DB07615,0
DB01018,DB00568,0
DB01396,DB01331,0
DB11093,DB08941,0
DB08958,DB00277,0
DB00933,DB09555,0
DB04842,DB06723,0
DB00833,DB04918,0
DB09297,DB00981,0
DB00307,DB05676,0
DB00711,DB00605,0
DB06616,DB00889,0
DB09070,DB00854,0
DB00711,DB00371,0
DB06826,DB00823,0
DB00863,DB08991,0
DB01324,DB06212,0
DB11156,DB01217,0
DB09014,DB00518,0
DB01545,DB01420,0
DB00326,DB00287,0
DB01194,DB00504,0
DB01139,DB00553,0
DB00746,DB01576,0
DB08993,DB00865,0
DB00190,DB01072,0
DB00953,DB00455,0
DB01435,DB01204,0
DB00642,DB00875,0
DB00451,DB00572,0
DB01243,DB00399,0
DB00990,DB01155,0
DB00851,DB00699,0
DB09536,DB06772,0
DB08971,DB08872,0
DB04896,DB01194,0
DB01176,DB13879,0
DB00357,DB00683,0
DB00222,DB06605,0
DB00375,DB12532,0
DB06217,DB00619,0
DB01390,DB00201,0
DB08913,DB01047,0
DB00279,DB06193,0
DB08800,DB01172,0
DB11362,DB00854,0
DB09154,DB04951,0
DB09097,DB11641,0
DB00205,DB00862,0
DB06696,DB01119,0
